Music,Slow_songs_or_fast_songs,Pop,Rock,Hiphop_Rap,Latino,Techno_Trance,Comedy,Romantic,Sci-fi,Animated,Action,Finances,Shopping_centres,Entertainment_spending,Spending_on_looks,Spending_on_gadgets,Age,Gender,Education,Village-town,Only_child,House-block of flats,Height,Weight,Number_of_siblings,Dance,Folk,Country,Classical_music,Musical,Metal_or_Hardrock,Punk,Opera,Movies,Horror,Thriller
4,3,4,4,5,3,2,5,2,4,3,5,3,4,4,4,4,17,male,secondary school,city,no,house/bungalow,182,84,1,5,2,2,2,2,2,1,1,5,3,5
5,3,3,3,1,4,1,4,4,2,4,3,3,1,4,3,1,18,female,secondary school,city,no,block of flats,173,65,3,3,5,1,5,3,1,1,5,5,1,1
5,3,2,4,3,5,5,5,4,3,5,5,1,4,5,4,4,26,male,masters degree,village,no,house/bungalow,183,90,5,1,3,4,5,3,2,1,2,5,2,3
2,3,2,4,3,2,1,4,5,2,4,2,1,1,4,5,5,22,male,college/bachelor degree,city,yes,block of flats,186,65,0,2,2,2,2,2,4,4,1,1,1,1
5,3,4,2,5,3,3,3,3,3,5,4,4,3,2,4,5,18,female,secondary school,city,no,block of flats,170,75,2,4,3,1,5,4,4,3,5,5,1,4
5,3,1,5,1,1,1,5,3,5,3,4,3,3,2,3,2,17,male,secondary school,city,yes,house/bungalow,175,64,0,2,4,4,1,1,3,3,1,5,1,1
5,3,3,3,5,5,1,5,4,4,5,3,4,3,3,3,3,22,female,college/bachelor degree,city,no,block of flats,175,86,6,5,5,2,5,3,1,1,4,4,3,4
5,3,5,5,1,4,2,5,5,5,2,5,4,4,4,4,1,21,female,secondary school,city,no,block of flats,168,49,1,2,4,1,5,5,3,4,5,5,2,2
5,4,5,3,4,5,4,4,5,1,3,2,1,5,3,5,2,21,female,college/bachelor degree,village,no,house/bungalow,162,51,3,5,2,1,3,4,1,3,2,4,1,2
5,3,3,4,1,3,1,4,3,2,5,2,2,2,5,2,1,19,female,secondary school,village,no,house/bungalow,171,49,3,3,2,2,4,3,2,2,2,5,2,2
4,4,4,3,4,4,3,4,4,5,2,5,1,2,5,4,4,26,male,college/bachelor degree,city,yes,house/bungalow,186,98,1,2,1,3,2,1,2,3,3,4,3,4
5,3,2,3,5,5,5,3,5,1,3,2,4,4,5,4,2,19,female,college/bachelor degree,village,no,house/bungalow,159,52,3,5,3,3,5,5,1,2,3,5,1,3
5,5,3,1,3,1,5,5,3,5,5,5,3,4,3,3,3,20,male,college/bachelor degree,village,no,house/bungalow,197,100,1,4,1,1,2,1,1,1,1,5,5,5
5,3,5,5,2,2,3,4,4,4,4,3,4,4,4,4,3,25,female,college/bachelor degree,city,yes,house/bungalow,167,49,1,5,2,2,2,2,4,4,2,5,3,4
5,4,4,1,5,1,2,5,1,3,1,5,1,2,5,3,5,23,male,secondary school,city,no,block of flats,192,86,1,3,1,1,1,1,1,2,1,5,4,3
5,3,3,3,4,1,3,5,3,2,2,5,2,4,5,5,5,24,male,college/bachelor degree,city,yes,house/bungalow,190,84,1,4,1,1,1,1,1,3,1,5,5,5
5,2,5,3,2,4,1,5,4,2,4,3,4,5,2,3,1,19,female,college/bachelor degree,village,no,house/bungalow,172,50,2,3,1,2,3,4,1,2,3,5,1,2
5,3,4,5,2,2,2,5,2,5,4,5,4,2,3,2,2,18,male,secondary school,village,no,house/bungalow,186,76,1,2,1,2,4,3,5,5,1,5,3,3
4,3,4,3,5,3,3,5,3,1,3,5,2,3,4,4,5,26,male,masters degree,city,no,block of flats,185,92,1,3,1,2,3,1,2,2,1,4,5,5
3,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,19,female,secondary school,city,yes,block of flats,167,63,0,3,3,3,3,3,3,3,3,5,5,5
1,1,1,1,1,1,1,3,2,2,5,3,3,4,4,3,2,16,female,college/bachelor degree,city,no,house/bungalow,170,54,2,1,1,1,1,1,1,1,1,4,4,3
5,2,3,5,2,2,1,3,2,5,3,5,4,2,4,3,3,18,male,secondary school,city,yes,block of flats,174,64,0,2,4,4,4,2,5,4,4,5,1,4
5,4,4,2,4,4,1,5,4,4,3,3,3,4,2,2,2,20,female,secondary school,city,no,house/bungalow,170,53,1,3,1,2,4,3,1,1,2,5,3,3
5,4,3,5,4,4,2,5,5,5,5,5,3,3,4,4,4,17,female,college/bachelor degree,city,yes,house/bungalow,168,70,0,4,2,2,2,2,5,3,2,5,5,5
3,3,2,2,2,3,1,4,3,3,2,4,2,1,3,3,3,20,female,secondary school,city,yes,block of flats,171,62,0,2,1,1,4,3,1,1,4,4,1,1
5,3,3,4,4,4,5,5,5,3,5,3,1,5,5,5,5,19,female,college/bachelor degree,city,no,block of flats,165,51,3,2,1,1,4,3,1,2,4,5,2,3
5,3,3,3,4,2,3,5,3,1,5,3,2,5,5,5,3,17,female,secondary school,village,yes,house/bungalow,167,48,0,3,3,4,4,4,2,2,3,5,1,1
5,3,4,4,3,4,4,5,5,3,4,4,3,5,3,3,3,18,male,secondary school,city,no,block of flats,174,64,1,3,1,2,2,3,1,2,2,5,3,4
4,2,3,3,1,3,2,4,3,2,5,2,2,1,1,2,1,20,female,secondary school,city,no,block of flats,171,63,1,4,1,2,3,2,1,1,3,4,4,2
5,3,3,5,2,4,2,5,3,5,4,4,4,4,4,4,4,17,female,secondary school,village,no,house/bungalow,170,55,3,2,3,4,4,4,5,5,3,5,5,4
4,3,4,3,3,3,4,5,4,3,5,4,2,2,5,3,3,19,male,secondary school,city,no,block of flats,190,80,1,4,3,1,4,4,1,1,3,5,1,4
5,3,5,2,5,3,3,5,4,3,5,4,2,4,5,5,5,16,male,primary school,city,no,block of flats,177,70,1,2,2,1,2,4,2,1,1,5,3,3
5,3,3,2,4,3,3,3,2,3,4,3,1,4,2,5,1,19,female,secondary school,city,no,block of flats,162,52,1,3,1,1,3,1,1,1,2,5,2,2
5,4,3,4,4,3,3,4,4,2,1,5,3,4,4,4,4,21,male,masters degree,village,no,house/bungalow,192,93,1,3,2,2,3,1,3,2,1,3,2,4
2,3,3,2,5,4,4,5,2,4,3,4,4,3,4,2,4,24,male,doctorate degree,city,no,house/bungalow,185,120,2,3,1,2,3,3,4,2,2,5,5,5
4,5,5,2,5,1,1,5,2,4,2,5,5,3,2,1,5,23,male,secondary school,city,no,block of flats,190,95,1,3,1,1,1,1,1,1,1,5,5,5
5,1,1,5,1,5,1,2,4,2,4,2,5,5,5,5,5,30,female,secondary school,city,yes,block of flats,173,69,0,5,1,5,1,5,1,5,5,4,2,4
3,5,5,1,4,4,2,4,5,3,3,3,4,4,2,5,4,27,male,doctorate degree,city,no,house/bungalow,189,113,3,3,2,2,4,3,4,3,3,3,3,4
5,1,2,2,5,1,3,3,4,5,3,5,3,4,4,4,4,19,male,secondary school,city,no,block of flats,185,65,1,5,1,2,3,4,1,1,1,5,3,4
5,3,4,5,3,2,2,4,1,1,3,5,3,1,2,3,3,18,female,secondary school,city,no,block of flats,160,55,2,3,2,1,4,3,3,3,2,5,4,5
5,3,2,4,1,2,2,4,3,4,4,3,4,3,2,3,4,18,male,secondary school,city,yes,block of flats,203,89,2,1,2,3,4,5,5,4,4,5,1,1
5,3,4,3,4,1,1,5,4,2,5,5,5,5,2,4,2,17,male,secondary school,city,no,block of flats,185,70,2,4,1,1,2,4,1,4,1,5,4,4
5,5,5,4,5,2,4,5,4,4,5,4,4,3,3,3,3,19,female,secondary school,city,yes,block of flats,172,60,0,5,3,2,2,2,4,3,2,5,3,3
5,1,5,5,4,2,2,5,5,2,5,5,1,1,1,1,1,21,female,secondary school,village,no,house/bungalow,173,62,1,4,1,1,4,4,3,4,2,5,5,4
5,4,5,5,3,3,3,3,3,2,5,2,3,5,4,5,2,17,female,primary school,city,no,block of flats,165,53,3,4,3,1,3,5,5,5,3,2,2,2
3,3,3,2,1,1,1,5,4,4,4,5,3,4,3,4,4,20,male,secondary school,city,yes,block of flats,187,95,0,1,3,3,5,5,2,2,4,5,1,2
5,4,5,5,3,2,3,5,2,3,5,5,2,3,4,4,2,20,male,college/bachelor degree,city,no,block of flats,181,73,1,3,1,2,3,2,3,4,1,5,5,5
4,3,2,2,4,1,1,5,5,3,2,5,2,5,5,5,2,18,male,secondary school,city,yes,block of flats,176,76,0,4,1,1,2,1,2,1,1,4,3,1
5,3,1,5,1,2,1,5,4,5,5,5,1,1,5,3,2,20,male,college/bachelor degree,city,no,house/bungalow,180,90,1,2,3,4,5,5,5,3,5,5,3,5
5,3,3,5,3,2,1,4,3,4,3,2,4,2,3,2,2,20,male,secondary school,city,no,block of flats,178,66,1,2,3,3,4,2,4,4,4,4,3,4
5,4,1,1,2,1,1,4,4,1,1,4,1,5,5,5,2,17,female,secondary school,city,no,block of flats,175,60,1,1,1,1,1,1,1,1,1,5,2,1
5,4,4,5,4,4,3,5,4,4,5,1,2,5,4,4,1,21,male,secondary school,city,yes,block of flats,180,63,0,3,3,1,4,3,5,5,2,5,5,1
3,4,5,5,5,1,1,4,5,3,5,3,3,1,4,5,5,23,male,primary school,city,yes,block of flats,170,70,0,1,1,1,1,2,2,2,2,3,3,2
4,4,4,4,2,1,4,5,1,2,4,5,2,2,3,3,3,24,male,secondary school,village,no,house/bungalow,178,80,2,3,3,1,4,1,4,3,1,3,5,5
5,5,4,2,3,5,2,4,2,2,2,2,4,2,2,2,4,17,female,secondary school,city,yes,block of flats,160,48,0,3,1,2,2,1,1,2,1,4,1,1
5,3,3,5,4,3,1,5,5,3,2,2,2,2,4,3,1,18,female,secondary school,city,no,block of flats,162,55,1,2,2,2,4,5,2,2,4,5,1,2
5,3,4,5,1,2,1,5,4,5,5,5,1,3,4,3,5,17,male,secondary school,city,no,house/bungalow,185,99,1,2,2,2,5,4,5,5,4,5,3,5
5,4,5,4,5,4,1,4,2,3,4,3,4,3,5,3,1,19,female,secondary school,city,no,block of flats,175,60,1,3,1,1,2,3,1,3,2,3,2,2
5,2,3,2,5,3,3,5,3,2,2,5,2,4,1,5,1,21,male,secondary school,city,yes,block of flats,188,81,0,3,2,2,3,1,1,1,1,4,5,4
5,3,3,5,1,2,1,4,2,1,5,3,4,1,3,3,3,29,female,college/bachelor degree,city,no,house/bungalow,170,58,1,1,1,2,5,1,3,2,5,5,1,3
5,3,4,5,3,4,1,4,4,1,4,2,1,4,3,2,1,20,female,secondary school,village,no,house/bungalow,158,55,1,3,3,1,4,4,3,3,4,5,2,2
5,3,4,5,2,2,1,4,4,3,2,1,1,3,4,4,1,20,female,secondary school,city,no,block of flats,168,55,1,3,4,3,4,5,3,3,2,4,1,2
5,3,3,5,3,2,1,5,3,5,4,5,3,2,1,2,4,20,female,college/bachelor degree,city,yes,block of flats,162,50,0,1,2,2,5,4,5,4,3,5,3,4
3,3,3,4,1,2,2,5,3,2,2,3,4,4,5,5,5,19,male,secondary school,city,yes,block of flats,193,77,1,2,1,1,4,3,1,1,4,5,2,2
4,3,3,5,2,2,2,4,3,4,3,4,2,3,4,2,2,21,male,secondary school,city,no,block of flats,179,76,1,4,3,2,4,4,4,2,3,5,3,4
4,3,5,4,1,3,1,5,4,4,3,5,3,2,3,3,5,19,male,secondary school,city,yes,block of flats,190,76,0,3,2,2,2,3,1,1,1,5,1,3
5,3,4,5,4,1,1,5,4,4,4,3,1,5,5,5,5,19,male,secondary school,city,yes,block of flats,187,88,0,2,1,1,2,3,5,5,3,5,2,2
5,5,5,4,4,4,2,5,3,2,5,4,3,4,4,4,4,21,female,college/bachelor degree,city,yes,block of flats,170,58,0,4,1,1,1,2,1,1,1,5,5,4
4,3,4,3,3,4,1,4,4,3,5,2,2,4,4,4,3,23,female,masters degree,city,no,block of flats,163,68,1,4,2,1,2,4,1,2,2,5,4,3
5,4,5,5,4,4,1,4,3,1,3,3,4,4,2,3,2,24,female,college/bachelor degree,city,no,house/bungalow,169,53,1,2,3,3,1,4,1,1,2,4,4,5
5,4,2,3,2,3,4,5,5,1,2,5,2,4,4,4,4,30,male,masters degree,city,no,block of flats,184,78,2,2,5,4,5,5,2,3,5,5,5,3
5,3,4,2,4,3,5,5,5,5,4,3,4,4,4,4,4,23,female,secondary school,city,no,block of flats,171,54,4,5,2,2,3,3,1,1,3,5,3,3
5,2,3,5,1,1,2,3,4,4,2,3,3,4,5,5,5,19,male,college/bachelor degree,city,no,block of flats,184,60,4,2,1,1,3,1,3,4,1,3,1,2
4,3,4,2,4,1,1,5,2,3,5,4,5,5,2,3,3,17,female,secondary school,city,yes,block of flats,175,68,0,4,1,2,3,4,1,1,1,5,1,4
5,4,2,2,5,3,3,5,2,5,3,5,4,4,4,4,4,19,male,secondary school,village,no,house/bungalow,175,75,2,2,1,2,2,1,1,1,1,5,3,5
5,2,3,3,5,2,1,5,5,3,2,4,2,5,5,4,3,27,male,college/bachelor degree,city,yes,block of flats,180,75,0,4,2,1,1,2,1,1,1,4,3,3
5,4,5,4,5,4,4,5,3,4,4,5,3,1,4,4,5,19,male,college/bachelor degree,city,no,house/bungalow,180,90,1,5,3,3,3,2,3,4,2,5,3,4
5,3,4,5,3,4,3,3,2,4,2,5,2,5,4,5,2,17,female,secondary school,city,no,block of flats,156,51,1,3,2,1,3,4,3,3,3,5,2,3
5,4,4,3,2,2,5,5,3,4,5,4,4,5,2,3,5,20,male,secondary school,village,no,block of flats,192,80,1,4,2,3,3,5,1,2,2,5,4,4
5,3,4,3,5,3,4,5,1,2,4,4,2,5,5,5,4,20,male,secondary school,city,no,block of flats,190,125,1,4,4,2,3,3,2,2,2,5,4,4
5,3,3,4,4,2,5,4,3,5,4,4,2,3,5,3,3,20,male,secondary school,city,no,block of flats,182,88,2,4,3,3,3,3,4,3,3,5,4,4
5,5,3,2,2,1,5,5,2,4,4,4,3,5,2,4,4,21,male,secondary school,village,no,block of flats,195,82,1,3,2,2,4,4,1,1,2,5,4,3
5,3,3,5,4,2,3,5,4,5,5,4,2,1,4,2,2,20,male,secondary school,village,no,house/bungalow,185,85,1,3,2,3,3,4,4,4,3,5,3,5
4,2,3,4,4,3,2,4,3,4,3,2,4,3,4,3,2,17,female,secondary school,city,no,block of flats,182,79,2,4,3,2,3,4,2,3,2,5,4,4
4,3,2,5,3,1,1,4,2,4,3,4,1,1,4,2,3,23,male,college/bachelor degree,city,no,block of flats,185,90,1,2,3,3,4,4,4,4,3,3,1,3
5,3,4,3,1,4,1,5,3,2,4,4,4,3,3,3,4,25,female,masters degree,city,no,block of flats,172,56,1,4,2,4,2,3,1,1,1,5,1,2
5,3,4,5,2,2,1,4,4,1,5,2,5,4,5,5,3,18,female,secondary school,city,no,block of flats,170,54,1,2,1,2,5,4,3,3,1,5,2,2
5,4,5,3,3,3,4,4,4,2,4,2,4,4,3,3,2,25,female,masters degree,city,no,house/bungalow,168,63,1,4,2,1,2,1,3,2,1,5,3,3
5,3,3,5,2,1,4,4,3,4,3,4,3,3,4,3,2,20,male,secondary school,village,no,house/bungalow,182,73,1,2,3,1,3,3,3,2,1,5,2,4
5,3,3,2,3,5,3,4,4,2,3,4,4,5,3,4,2,18,female,secondary school,city,no,house/bungalow,162,54,1,5,1,1,1,2,1,2,1,5,4,4
5,3,4,1,5,3,3,5,4,5,5,4,5,4,4,4,3,19,male,secondary school,city,yes,block of flats,182,72,1,3,1,2,3,1,1,1,1,5,2,3
5,3,1,5,3,2,1,3,3,1,4,5,4,3,4,3,3,22,male,secondary school,city,no,house/bungalow,189,89,2,1,3,5,3,1,3,4,1,5,1,3
4,2,4,4,5,2,4,5,4,2,4,4,4,2,4,5,5,26,male,secondary school,city,yes,house/bungalow,182,76,3,2,2,2,4,5,2,2,3,5,4,4
4,5,2,4,2,2,5,5,1,4,2,5,2,1,4,4,4,23,male,secondary school,city,yes,block of flats,185,87,0,5,1,4,2,1,5,3,2,5,5,5
5,3,3,2,4,5,4,4,4,3,3,5,4,5,4,4,2,18,female,secondary school,city,no,house/bungalow,162,54,1,5,1,2,1,2,1,3,1,5,4,4
5,3,4,5,1,2,1,5,5,1,5,2,4,4,5,5,3,18,female,secondary school,city,no,block of flats,170,54,1,1,1,3,5,5,2,2,1,5,2,1
5,3,4,3,2,4,3,5,5,5,4,4,4,2,3,2,4,19,female,secondary school,village,no,house/bungalow,168,57,2,3,1,1,2,3,1,1,1,5,2,3
5,3,4,5,3,1,4,5,5,3,5,5,1,5,4,5,5,19,female,college/bachelor degree,city,no,house/bungalow,175,58,1,4,2,1,4,1,3,4,1,5,1,2
5,5,3,4,1,1,2,2,1,5,2,5,2,1,4,2,5,21,male,secondary school,city,no,block of flats,187,85,1,3,2,1,3,1,5,4,1,5,5,5
5,3,4,4,2,5,2,5,5,1,1,2,2,4,4,4,3,20,female,college/bachelor degree,city,no,house/bungalow,175,58,1,3,2,1,2,2,3,2,2,5,4,5
5,3,4,3,4,1,4,5,3,5,2,5,3,4,4,5,5,20,male,secondary school,city,no,block of flats,180,57,1,5,1,2,3,2,1,1,1,5,2,2
5,3,3,5,3,2,1,5,3,2,4,3,3,2,5,2,4,19,male,secondary school,city,yes,block of flats,181,70,1,3,3,2,2,3,3,2,2,5,2,3
5,4,3,5,2,2,1,5,5,4,5,2,4,4,4,4,4,19,female,secondary school,city,no,house/bungalow,158,45,2,3,1,1,2,3,3,2,1,5,2,3
5,3,2,5,1,3,1,3,2,2,2,3,4,4,5,2,3,22,male,college/bachelor degree,village,no,house/bungalow,174,83,1,2,3,4,3,4,3,3,2,5,4,4
5,3,4,3,3,3,2,2,3,2,2,2,2,4,2,4,3,23,male,college/bachelor degree,city,no,block of flats,183,85,2,2,2,3,1,2,1,2,3,4,2,3
5,2,3,3,2,3,1,5,5,4,3,5,3,3,4,4,3,21,male,secondary school,city,no,block of flats,176,80,1,2,1,2,3,4,1,1,3,4,2,4
4,3,3,3,1,2,1,5,5,4,2,4,4,4,2,1,1,22,female,secondary school,city,no,block of flats,173,50,1,1,2,2,2,2,1,2,2,5,2,4
5,5,1,5,2,3,1,5,1,5,4,3,4,1,3,1,1,19,male,college/bachelor degree,city,no,block of flats,188,75,1,2,4,3,2,1,5,4,1,3,2,2
3,3,5,3,2,5,1,4,5,3,4,3,3,5,3,3,3,24,female,college/bachelor degree,city,no,block of flats,160,55,1,2,1,2,2,5,1,1,2,5,2,3
5,3,4,4,5,2,3,5,4,5,4,5,4,4,4,4,4,23,male,college/bachelor degree,city,no,block of flats,170,63,1,4,3,3,2,2,1,3,2,5,3,4
5,3,2,1,2,5,5,3,1,4,5,2,2,2,5,2,1,21,female,secondary school,city,no,block of flats,164,52,2,5,3,1,5,5,1,1,4,5,5,3
5,4,5,3,3,3,1,5,5,2,5,4,1,4,4,4,4,22,female,secondary school,city,no,block of flats,167,50,1,4,3,2,2,3,2,3,1,4,2,2
5,3,4,3,4,2,2,2,2,4,3,3,4,3,5,4,4,28,female,masters degree,city,no,block of flats,166,58,2,4,3,2,3,4,2,3,3,3,4,2
5,4,4,5,4,4,1,5,5,2,5,5,4,5,4,4,2,18,female,secondary school,city,yes,block of flats,165,48,0,2,1,1,3,4,1,1,2,5,1,4
5,3,3,4,1,2,3,2,2,2,4,4,4,4,2,3,2,21,female,secondary school,city,yes,block of flats,164,52,1,4,4,2,4,3,1,3,4,5,2,3
5,4,3,5,2,5,2,3,2,4,3,2,1,1,3,2,2,20,female,secondary school,city,no,block of flats,171,57,1,2,3,1,5,3,4,4,4,5,1,4
4,4,4,4,4,3,4,5,4,4,5,2,5,4,3,3,2,18,female,primary school,city,no,house/bungalow,170,65,1,5,2,3,1,3,3,1,1,5,4,4
4,3,3,5,1,1,1,4,2,2,1,3,1,1,3,1,4,21,male,secondary school,city,no,block of flats,175,55,1,2,2,1,3,1,4,4,1,5,1,4
5,4,2,5,2,2,3,4,3,3,2,4,2,3,3,3,3,20,male,college/bachelor degree,village,no,house/bungalow,185,80,1,2,2,2,3,2,4,4,2,5,3,4
5,1,3,4,3,5,1,4,5,3,4,3,2,3,4,4,3,21,female,secondary school,city,no,block of flats,165,50,1,3,2,1,3,1,4,3,2,5,5,3
5,3,5,3,4,2,4,5,5,1,3,5,3,5,3,5,5,20,female,secondary school,city,no,block of flats,175,67,1,5,1,1,3,2,1,1,3,5,3,4
5,4,4,4,3,2,3,5,3,2,5,2,2,1,3,3,2,23,female,college/bachelor degree,city,no,block of flats,163,59,3,2,2,1,5,2,2,5,3,5,4,4
5,3,3,2,2,1,1,5,2,1,5,1,4,5,3,4,1,19,female,secondary school,city,yes,block of flats,155,50,0,3,1,1,1,1,1,1,1,5,3,5
5,3,2,4,1,2,1,4,2,2,3,5,4,2,2,3,2,22,male,secondary school,city,no,block of flats,183,70,1,3,2,2,2,2,3,3,2,5,4,4
5,3,5,3,4,1,3,5,5,4,5,4,4,5,3,4,4,19,female,secondary school,city,no,house/bungalow,163,56,1,5,1,1,1,1,1,2,1,5,2,3
5,3,4,3,4,4,3,5,5,3,5,3,4,2,1,2,2,19,female,secondary school,city,yes,block of flats,153,44,0,4,2,2,5,3,2,2,3,5,5,4
5,3,3,2,5,3,3,5,5,2,5,3,3,5,2,3,2,18,female,primary school,city,no,block of flats,165,45,5,3,2,1,2,3,2,3,2,5,3,2
5,3,4,3,2,2,2,3,4,4,4,5,4,3,3,4,3,18,male,secondary school,city,no,house/bungalow,178,80,2,4,2,2,1,3,4,3,3,5,4,4
5,3,5,3,4,3,4,5,4,3,4,3,5,3,5,4,4,20,female,secondary school,city,no,block of flats,155,45,1,4,2,2,1,3,2,1,2,5,1,1
5,3,3,4,1,3,1,4,4,4,4,2,3,4,4,4,4,17,female,secondary school,city,no,house/bungalow,170,50,3,2,2,3,5,4,2,3,2,5,3,4
4,3,4,3,2,3,3,4,4,3,3,4,2,4,2,1,3,21,female,secondary school,city,yes,block of flats,171,66,0,2,3,2,3,1,4,4,2,4,2,3
5,3,5,5,4,5,2,5,5,4,5,5,5,2,4,2,3,18,female,primary school,village,yes,house/bungalow,167,62,4,4,1,1,5,4,4,5,5,5,1,3
5,3,4,5,4,1,5,4,2,5,4,5,1,5,2,5,3,19,female,secondary school,city,yes,house/bungalow,166,63,0,2,5,1,5,1,2,4,3,5,1,5
5,4,5,4,2,3,2,5,4,5,5,5,3,4,3,4,2,19,female,secondary school,village,no,house/bungalow,162,47,1,3,3,2,4,3,1,1,3,5,4,4
5,3,3,3,4,1,1,3,4,3,4,3,3,3,3,3,3,16,female,secondary school,village,yes,house/bungalow,180,55,1,3,1,1,2,1,3,2,1,4,2,2
5,2,4,5,1,4,4,5,4,5,5,4,5,4,1,1,1,19,male,secondary school,city,yes,block of flats,179,60,1,3,3,3,4,3,3,3,2,4,2,3
5,3,5,4,4,5,1,4,4,4,5,4,4,5,4,3,1,20,female,secondary school,city,no,block of flats,165,57,1,3,1,3,3,3,1,4,1,5,1,4
5,3,2,5,1,3,1,5,1,3,3,5,3,3,3,3,3,19,female,secondary school,city,no,block of flats,166,51,1,2,1,2,1,1,5,5,1,4,1,4
5,4,2,2,5,2,2,5,4,4,2,5,3,2,3,3,3,20,male,secondary school,city,no,block of flats,175,65,5,2,1,1,1,2,1,1,1,4,4,4
4,3,4,3,2,3,1,4,3,2,5,4,2,1,2,3,3,24,female,masters degree,city,no,block of flats,176,48,1,3,2,3,4,4,2,4,2,4,5,4
5,3,5,3,5,4,4,5,4,4,4,4,5,4,2,3,4,20,male,secondary school,village,no,house/bungalow,172,75,3,4,4,1,3,4,1,1,3,5,5,4
5,2,2,1,1,3,1,4,4,1,4,1,5,4,2,3,1,21,female,secondary school,village,no,house/bungalow,167,56,1,3,4,4,5,3,1,1,3,3,3,4
5,5,1,1,1,5,1,5,5,1,5,1,1,5,5,5,1,19,female,college/bachelor degree,city,no,house/bungalow,170,55,1,1,1,1,5,5,1,1,5,5,5,1
5,3,2,5,1,3,2,5,1,5,5,5,4,2,2,2,3,18,male,primary school,city,no,block of flats,187,71,1,2,2,2,3,2,5,5,3,5,4,4
5,3,4,5,2,2,1,5,4,4,5,5,2,3,4,1,3,19,male,college/bachelor degree,village,no,block of flats,180,70,2,2,1,2,3,2,4,3,1,5,3,4
5,3,3,4,4,2,1,5,5,4,5,4,1,5,5,5,5,22,male,masters degree,city,no,block of flats,187,82,1,5,1,4,5,5,2,1,5,5,5,4
5,4,2,5,1,2,3,4,2,4,4,4,4,4,4,3,2,18,male,secondary school,city,no,block of flats,177,60,1,2,4,3,4,2,4,4,2,4,2,2
5,3,3,5,1,3,2,5,5,5,4,4,3,3,2,2,4,19,female,secondary school,city,yes,block of flats,178,88,0,3,3,3,3,4,2,4,2,5,3,4
5,3,2,5,1,1,1,5,3,4,5,1,4,2,2,2,4,20,female,secondary school,city,no,block of flats,175,120,2,2,5,5,4,5,5,5,3,4,5,3
5,3,2,5,1,2,2,5,4,4,3,4,3,1,4,1,1,21,female,secondary school,city,yes,block of flats,183,73,0,1,2,2,2,2,5,5,1,5,3,4
5,3,5,5,3,5,2,5,5,3,5,4,4,4,3,4,3,19,female,secondary school,city,yes,block of flats,172,62,1,4,2,3,3,5,2,2,3,5,1,3
5,4,4,4,4,2,4,4,4,3,2,2,2,4,4,3,2,19,male,secondary school,village,no,house/bungalow,183,83,1,4,2,2,1,1,3,2,1,5,4,5
5,2,4,5,2,3,1,5,3,3,5,4,2,3,2,2,3,21,female,college/bachelor degree,city,no,house/bungalow,165,60,2,2,1,2,2,1,5,3,2,5,2,3
5,3,5,5,3,4,2,5,4,3,5,5,3,4,3,4,5,19,male,secondary school,city,yes,block of flats,194,90,0,4,2,2,4,4,1,1,3,5,2,3
5,4,3,4,1,2,1,4,3,5,4,3,5,4,3,2,2,19,female,secondary school,village,no,house/bungalow,168,57,1,1,2,4,5,5,1,1,2,5,5,5
5,4,2,4,2,1,1,4,1,4,3,3,2,5,4,4,3,18,male,secondary school,city,no,house/bungalow,178,70,2,2,1,1,3,2,3,2,2,4,1,1
5,2,4,5,1,2,1,4,5,2,5,2,5,3,4,3,3,20,female,secondary school,city,no,block of flats,167,53,1,1,3,2,4,2,3,3,2,5,3,4
4,3,2,4,3,2,4,3,3,2,3,1,1,1,3,1,1,19,female,secondary school,city,no,house/bungalow,161,60,3,2,5,3,5,2,2,4,4,4,1,1
5,5,5,5,5,5,5,5,5,1,3,3,3,3,3,3,1,30,female,masters degree,village,no,house/bungalow,168,54,2,3,2,2,4,5,5,1,3,3,1,1
5,4,3,4,1,2,1,5,2,3,2,4,1,2,4,3,4,29,male,secondary school,city,no,block of flats,180,93,1,2,1,1,2,2,4,1,2,5,2,4
5,5,1,5,5,1,2,4,1,4,1,5,3,2,1,2,3,21,male,secondary school,city,yes,house/bungalow,172,80,0,2,1,1,1,1,5,4,1,5,4,5
4,4,3,4,2,2,5,4,3,5,4,4,1,1,5,1,1,30,male,masters degree,city,no,block of flats,200,150,1,4,1,4,4,1,4,3,2,4,4,4
5,4,1,4,3,2,5,4,3,5,3,4,4,3,3,2,2,18,female,secondary school,city,yes,block of flats,163,53,0,2,1,1,1,2,4,3,1,5,4,5
5,4,3,5,3,3,5,5,3,5,5,5,4,2,4,3,2,28,male,masters degree,city,no,block of flats,192,105,1,4,3,1,3,2,5,4,2,5,4,5
5,3,4,3,5,3,3,5,5,2,5,2,1,5,3,5,4,16,female,primary school,city,no,block of flats,153,62,1,3,3,2,3,3,1,1,1,5,5,5
5,5,4,3,4,2,3,5,4,1,3,3,2,5,3,5,2,18,female,primary school,city,no,block of flats,160,63,2,5,1,2,1,4,2,4,1,3,4,3
4,3,4,5,2,4,4,5,4,4,3,4,3,2,3,3,4,20,female,secondary school,city,no,house/bungalow,172,63,1,4,3,2,2,3,2,3,2,5,4,4
5,3,3,3,5,2,5,5,3,4,5,3,4,3,4,4,4,22,male,secondary school,city,no,block of flats,175,60,1,4,1,2,3,2,4,3,3,5,4,4
